chord_root_tpc,chord_root_midi,chord_type,chord_inversion,key_tonic_tpc,key_tonic_midi,key_mode,duration,interval
6,6,ChordType.DIM7,1,1,7,KeyMode.MINOR,1/16,"[2.1875, 2.25]"
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/8,"[2.25, 2.375]"
1,7,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/8,"[2.375, 2.5]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[2.5, 2.625]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[2.625, 2.75]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/24,"[2.75, 2.7916666666666665]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/24,"[2.7916666666666665, 2.8333333333333335]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/24,"[2.8333333333333335, 2.875]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/24,"[2.875, 2.9166666666666665]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/24,"[2.9166666666666665, 2.9583333333333335]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/24,"[2.9583333333333335, 3.0]"
4,4,ChordType.DIM7,2,-1,5,KeyMode.MINOR,1/4,"[3.0, 3.25]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/4,"[3.25, 3.5]"
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,3/8,"[3.5, 3.875]"
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,3/32,"[3.875, 3.96875]"
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/32,"[3.96875, 4.0]"
-6,6,ChordType.MAJ_MIN7,2,-7,11,KeyMode.MAJOR,1/8,"[4.0, 4.125]"
-6,6,ChordType.MAJ_MIN7,2,-7,11,KeyMode.MAJOR,3/32,"[4.125, 4.21875]"
-6,6,ChordType.MAJ_MIN7,2,-7,11,KeyMode.MAJOR,1/32,"[4.21875, 4.25]"
-7,11,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[4.25, 4.375]"
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MAJOR,3/32,"[4.375, 4.46875]"
-3,3,ChordType.MINOR,2,-3,3,KeyMode.MAJOR,1/32,"[4.46875, 4.5]"
3,9,ChordType.DIM7,0,-2,10,KeyMode.MAJOR,1/8,"[4.5, 4.625]"
-1,5,ChordType.MAJ_MIN7,1,-2,10,KeyMode.MAJOR,1/16,"[4.625, 4.6875]"
-1,5,ChordType.MAJ_MIN7,1,-2,10,KeyMode.MAJOR,1/16,"[4.6875, 4.75]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[4.75, 4.875]"
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,3/32,"[4.875, 4.96875]"
-2,10,ChordType.HALF_DIM7,3,-4,8,KeyMode.MINOR,1/32,"[4.96875, 5.0]"
1,7,ChordType.DIM7,0,-4,8,KeyMode.MINOR,1/8,"[5.0, 5.125]"
-3,3,ChordType.MAJ_MIN7,1,-4,8,KeyMode.MINOR,1/16,"[5.125, 5.1875]"
-3,3,ChordType.MAJ_MIN7,1,-4,8,KeyMode.MINOR,1/32,"[5.1875, 5.21875]"
-3,3,ChordType.MAJ_MIN7,1,-4,8,KeyMode.MINOR,1/32,"[5.21875, 5.25]"
-4,8,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/8,"[5.25, 5.375]"
-3,3,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/8,"[5.375, 5.5]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,5/16,"[5.5, 5.8125]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/16,"[5.8125, 5.875]"
-3,3,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/16,"[5.875, 5.9375]"
-3,3,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/16,"[5.9375, 6.0]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,5/16,"[6.0, 6.3125]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/16,"[6.3125, 6.375]"
-3,3,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/16,"[6.375, 6.4375]"
-3,3,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/16,"[6.4375, 6.5]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,5/16,"[6.5, 6.8125]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/16,"[6.8125, 6.875]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MINOR,1/16,"[6.875, 6.9375]"
-4,8,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/16,"[6.9375, 7.0]"
-4,8,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,5/16,"[7.0, 7.3125]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/16,"[7.3125, 7.375]"
-3,3,ChordType.MAJ_MIN7,3,-4,8,KeyMode.MAJOR,1/16,"[7.375, 7.4375]"
-4,8,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,3/16,"[7.4375, 7.625]"
-4,8,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/4,"[7.625, 7.875]"
-4,8,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[7.875, 8.0]"
-4,8,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,3/4,"[8.0, 8.75]"
1,7,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[8.75, 8.875]"
1,7,ChordType.DIMINISHED,1,-3,3,KeyMode.MAJOR,1/8,"[8.875, 9.0]"
1,7,ChordType.DIMINISHED,1,-3,3,KeyMode.MAJOR,1/4,"[9.0, 9.25]"
-1,5,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[9.25, 9.375]"
-1,5,ChordType.DIMINISHED,1,-3,3,KeyMode.MAJOR,1/8,"[9.375, 9.5]"
-1,5,ChordType.DIMINISHED,1,-3,3,KeyMode.MAJOR,1/4,"[9.5, 9.75]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[9.75, 9.875]"
6,6,ChordType.DIM7,0,1,7,KeyMode.MINOR,1/8,"[9.875, 10.0]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/2,"[10.0, 10.5]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/4,"[10.5, 10.75]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/4,"[10.75, 11.0]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/4,"[11.0, 11.25]"
0,0,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/4,"[11.25, 11.5]"
-2,10,ChordType.MAJ_MIN7,0,-3,3,KeyMode.MAJOR,1/4,"[11.5, 11.75]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/4,"[11.75, 12.0]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.0, 12.125]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.125, 12.25]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.25, 12.375]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.375, 12.5]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.5, 12.625]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.625, 12.75]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.75, 12.875]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[12.875, 13.0]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.0, 13.125]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.125, 13.25]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.25, 13.375]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.375, 13.5]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.5, 13.625]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.625, 13.75]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.75, 13.875]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[13.875, 14.0]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.0, 14.125]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.125, 14.25]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.25, 14.375]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.375, 14.5]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.5, 14.625]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.625, 14.75]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.75, 14.875]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[14.875, 15.0]"
-2,10,ChordType.MAJ_MIN7,3,-3,3,KeyMode.MAJOR,1/8,"[15.0, 15.125]"
-2,10,ChordType.MAJ_MIN7,3,-3,3,KeyMode.MAJOR,1/8,"[15.125, 15.25]"
-2,10,ChordType.MAJ_MIN7,3,-3,3,KeyMode.MAJOR,1/8,"[15.25, 15.375]"
-2,10,ChordType.MAJ_MIN7,3,-3,3,KeyMode.MAJOR,1/8,"[15.375, 15.5]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[15.5, 15.625]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[15.625, 15.75]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[15.75, 15.875]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[15.875, 16.0]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.0, 16.125]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.125, 16.25]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.25, 16.375]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.375, 16.5]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.5, 16.625]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.625, 16.75]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.75, 16.875]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[16.875, 17.0]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.0, 17.125]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.125, 17.25]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.25, 17.375]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.375, 17.5]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.5, 17.625]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.625, 17.75]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.75, 17.875]"
-2,10,ChordType.MAJ_MIN7,2,-3,3,KeyMode.MAJOR,1/8,"[17.875, 18.0]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.0, 18.125]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.125, 18.25]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.25, 18.375]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.375, 18.5]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.5, 18.625]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.625, 18.75]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.75, 18.875]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[18.875, 19.0]"
-1,5,ChordType.MIN_MIN7,1,-3,3,KeyMode.MAJOR,1/8,"[19.0, 19.125]"
-1,5,ChordType.MIN_MIN7,1,-3,3,KeyMode.MAJOR,1/8,"[19.125, 19.25]"
-1,5,ChordType.MIN_MIN7,1,-3,3,KeyMode.MAJOR,1/8,"[19.25, 19.375]"
-1,5,ChordType.MIN_MIN7,1,-3,3,KeyMode.MAJOR,1/8,"[19.375, 19.5]"
-1,5,ChordType.MAJ_MIN7,1,-2,10,KeyMode.MAJOR,1/8,"[19.5, 19.625]"
-1,5,ChordType.MAJ_MIN7,1,-2,10,KeyMode.MAJOR,1/8,"[19.625, 19.75]"
-1,5,ChordType.MAJ_MIN7,1,-2,10,KeyMode.MAJOR,1/8,"[19.75, 19.875]"
-1,5,ChordType.MAJ_MIN7,1,-2,10,KeyMode.MAJOR,1/8,"[19.875, 20.0]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[20.0, 20.125]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[20.125, 20.25]"
3,9,ChordType.DIMINISHED,2,-2,10,KeyMode.MAJOR,1/8,"[20.25, 20.375]"
-2,10,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[20.375, 20.5]"
3,9,ChordType.DIMINISHED,1,-2,10,KeyMode.MAJOR,1/8,"[20.5, 20.625]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[20.625, 20.75]"
3,9,ChordType.DIMINISHED,0,-2,10,KeyMode.MAJOR,1/8,"[20.75, 20.875]"
2,2,ChordType.DIMINISHED,2,-3,3,KeyMode.MAJOR,1/8,"[20.875, 21.0]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[21.0, 21.125]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[21.125, 21.25]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[21.25, 21.375]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[21.375, 21.5]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[21.5, 21.625]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[21.625, 21.75]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[21.75, 21.875]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[21.875, 22.0]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/4,"[22.0, 22.25]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[22.25, 22.375]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[22.375, 22.5]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[22.5, 22.625]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[22.625, 22.75]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[22.75, 22.875]"
-3,3,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/8,"[22.875, 23.0]"
-2,10,ChordType.MAJOR,0,-3,3,KeyMode.MAJOR,1/4,"[23.0, 23.25]"
2,2,ChordType.HALF_DIM7,2,-3,3,KeyMode.MAJOR,1/8,"[23.25, 23.375]"
-3,3,ChordType.MAJOR,1,-3,3,KeyMode.MAJOR,1/8,"[23.375, 23.5]"
5,11,ChordType.DIM7,2,0,0,KeyMode.MINOR,1/8,"[23.5, 23.625]"
0,0,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/8,"[23.625, 23.75]"
1,7,ChordType.MAJ_MIN7,2,0,0,KeyMode.MINOR,1/8,"[23.75, 23.875]"
6,6,ChordType.DIM7,2,1,7,KeyMode.MINOR,1/8,"[23.875, 24.0]"
1,7,ChordType.MAJOR,1,0,0,KeyMode.MINOR,1/8,"[24.0, 24.125]"
2,2,ChordType.MAJOR,2,1,7,KeyMode.MINOR,1/8,"[24.125, 24.25]"
1,7,ChordType.MAJOR,0,0,0,KeyMode.MINOR,1/8,"[24.25, 24.375]"
1,7,ChordType.MAJ_MIN7,3,0,0,KeyMode.MINOR,1/8,"[24.375, 24.5]"
0,0,ChordType.MINOR,1,-3,3,KeyMode.MAJOR,1/8,"[24.5, 24.625]"
5,11,ChordType.DIMINISHED,1,0,0,KeyMode.MINOR,1/8,"[24.625, 24.75]"
0,0,ChordType.MINOR,0,-3,3,KeyMode.MAJOR,1/8,"[24.75, 24.875]"
0,0,ChordType.MAJ_MIN7,3,-1,5,KeyMode.MAJOR,1/8,"[24.875, 25.0]"
0,0,ChordType.MAJ_MIN7,3,-1,5,KeyMode.MAJOR,1/2,"[25.0, 25.5]"
-1,5,ChordType.MAJOR,1,-2,10,KeyMode.MAJOR,1/2,"[25.5, 26.0]"
0,0,ChordType.HALF_DIM7,2,-2,10,KeyMode.MAJOR,3/4,"[26.0, 26.75]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/4,"[26.75, 27.0]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/4,"[27.0, 27.25]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/8,"[27.25, 27.375]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/8,"[27.375, 27.5]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/8,"[27.5, 27.625]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/8,"[27.625, 27.75]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/8,"[27.75, 27.875]"
0,0,ChordType.HALF_DIM7,1,-2,10,KeyMode.MAJOR,1/8,"[27.875, 28.0]"
0,0,ChordType.HALF_DIM7,2,-2,10,KeyMode.MAJOR,3/4,"[28.0, 28.75]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/4,"[28.75, 29.0]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/4,"[29.0, 29.25]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[29.25, 29.375]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[29.375, 29.5]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[29.5, 29.625]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[29.625, 29.75]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[29.75, 29.875]"
0,0,ChordType.MAJ_MIN7,1,-1,5,KeyMode.MAJOR,1/8,"[29.875, 30.0]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/4,"[30.0, 30.25]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[30.25, 30.375]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[30.375, 30.5]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[30.5, 30.625]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[30.625, 30.75]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[30.75, 30.875]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[30.875, 31.0]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/4,"[31.0, 31.25]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[31.25, 31.375]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[31.375, 31.5]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[31.5, 31.625]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[31.625, 31.75]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[31.75, 31.875]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[31.875, 32.0]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/4,"[32.0, 32.25]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/8,"[32.25, 32.375]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/8,"[32.375, 32.5]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/4,"[32.5, 32.75]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[32.75, 32.875]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[32.875, 33.0]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/4,"[33.0, 33.25]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[33.25, 33.375]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[33.375, 33.5]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/4,"[33.5, 33.75]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[33.75, 33.875]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[33.875, 34.0]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/4,"[34.0, 34.25]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[34.25, 34.375]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[34.375, 34.5]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[34.5, 34.625]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[34.625, 34.75]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[34.75, 34.875]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/8,"[34.875, 35.0]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/4,"[35.0, 35.25]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[35.25, 35.375]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[35.375, 35.5]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[35.5, 35.625]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[35.625, 35.75]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[35.75, 35.875]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[35.875, 36.0]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/4,"[36.0, 36.25]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/8,"[36.25, 36.375]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/8,"[36.375, 36.5]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/4,"[36.5, 36.75]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[36.75, 36.875]"
-2,10,ChordType.MAJOR,2,-2,10,KeyMode.MAJOR,1/8,"[36.875, 37.0]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/4,"[37.0, 37.25]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/8,"[37.25, 37.375]"
-1,5,ChordType.MAJ_MIN7,0,-2,10,KeyMode.MAJOR,1/8,"[37.375, 37.5]"
-1,5,ChordType.MAJOR,0,-2,10,KeyMode.MAJOR,1/4,"[37.5, 37.75]"
3,9,ChordType.DIMINISHED,0,-2,10,KeyMode.MAJOR,1/8,"[37.75, 37.875]"
3,9,ChordType.DIMINISHED,0,-2,10,KeyMode.MAJOR,1/8,"[37.875, 38.0]"
