mc	mc_onset	color_name	label
65	3/4	red	G7
67	1/2	black	c_2
67	1/2	red	c_2
67	3/4	black	G7
67	3/4	red	G7
69	1/2	black	c_2
69	1/2	red	c_2
69	3/4	black	do_2
69	3/4	red	G7
70	0	black	G7
71	1/2	black	c
71	1/2	red	c
71	3/4	black	co_2
71	3/4	red	F7
72	0	black	F7
73	1/2	black	bb
73	1/2	red	bb
73	3/4	black	bbo_2
73	3/4	red	Eb7
74	0	black	Eb7
76	0	black	Ab_2
76	0	red	Ab_1
76	1/4	black	Ab_1
77	0	black	Db
77	0	red	Db
78	0	black	go_2
78	0	red	go_1
78	1/4	black	go_1
79	0	black	c
79	0	red	C
79	1/2	black	C
80	0	black	f_2
80	0	red	f_1
80	1/4	black	f_1
81	0	black	bb
81	0	red	bb
82	0	black	bo7_1
82	0	red	bo7
83	0	black	C
83	0	red	C
84	0	black	f_2
84	0	red	f_2
85	0	black	C7
85	0	red	C
86	0	black	f_2
86	0	red	f_2
86	1/2	black	bo
86	1/2	red	bo
87	0	black	C
87	0	red	C
88	0	black	f_2
88	0	red	f_2
89	0	black	C7
89	0	red	C7
90	0	black	f_2
90	0	red	f_2
90	1/2	black	bo
90	1/2	red	bo
91	0	black	C
91	0	red	C7
91	1/2	black	C7
92	0	black	f_2
92	0	red	f_2
92	1/2	black	bo
92	1/2	red	bo
93	0	black	C
93	0	red	C7
93	1/2	black	C7
94	0	black	f_2
94	0	red	f_2
94	1/2	black	bo
94	1/2	red	bo
95	0	black	C
95	0	red	C
97	0	black	Gb_1
97	0	red	Gb_2
98	0	red	bb
99	0	black	C7_3
99	0	red	C7_3
100	0	black	f_1
100	0	red	f_1
101	0	black	Bb7_3
101	0	red	Bb7_3
102	0	black	eo_1
102	0	red	C7_2
103	0	black	f
103	0	red	f
105	0	black	C7_1
105	0	red	C7_1
107	0	black	f
107	0	red	f
108	0	black	eo_1
108	0	red	C7_2
109	0	black	f_1
109	0	red	f_1
109	1/2	black	go_1
109	1/2	red	go_1
110	0	black	C
110	0	red	C
110	3/4	black	f
110	3/4	red	f
113	0	black	co_1
113	0	red	Gb
114	0	red	co_1
115	0	black	F7_3
115	0	red	F7_3
116	0	black	bb_1
116	0	red	bb_1
117	0	black	bo_1
117	0	red	G7_2
118	0	black	bo7_1
118	0	red	bo7_1
119	0	black	C
119	0	red	C
120	0	red	C7
120	1/4	black	C7
120	1/2	black	Db
120	1/2	red	Db
120	3/4	black	bo_1
121	0	black	C
121	0	red	C
121	3/4	black	C7
121	3/4	red	C7
123	1/2	black	f_2
123	1/2	red	f_2
123	3/4	black	C7
123	3/4	red	C7
125	1/2	black	f_2
125	1/2	red	f_2
125	3/4	black	C7
125	3/4	red	C7
126	1/2	black	C7_3
127	0	black	f_1
127	0	red	f_1
127	1/2	black	eo_1
127	1/2	red	eo_1
128	0	black	f
128	0	red	f
128	1/2	black	bo_1
128	1/2	red	bo_1
129	0	black	C
129	0	red	C
129	1/2	black	bo_1
129	1/2	red	bo_1
130	0	black	C
130	0	red	C
130	1/2	black	eo7_2
130	1/2	red	eo7_2
131	0	black	f_1
131	0	red	f_1
131	1/2	black	eo7_2
131	1/2	red	eo7_2
132	0	black	f_1
132	0	red	f_1
132	1/2	black	C_1
132	1/2	red	C_1
133	0	black	f
133	0	red	f
133	1/2	black	C7_2
133	1/2	red	C7_2
134	0	black	f_1
134	0	red	f_1
135	0	black	go_1
135	0	red	go_1
136	0	black	C
136	0	red	f_2
137	0	black	C7_3
137	0	red	C7_3
138	0	black	f_1
138	0	red	f_1
139	0	black	go_1
139	0	red	go_1
140	0	black	C
140	0	red	f_2
141	0	red	C
141	1/2	red	C7
142	0	black	f
142	0	red	f
142	1/2	black	bo7_1
142	1/2	red	B
143	0	black	C
143	0	red	f_2
143	1/2	black	C7
143	1/2	red	C7
144	0	black	f
144	0	red	f
144	1/2	black	bo7_1
144	1/2	red	B
145	0	black	C
145	0	red	f_2
145	1/2	black	C7
145	1/2	red	C7
146	0	black	f
146	0	red	f
146	1/2	black	bo7_1
146	1/2	red	B
147	0	black	C
147	0	red	f_2
147	1/2	black	C7_3
147	1/2	red	C7_3
148	0	black	F7_1
148	0	red	F7_1
149	0	black	bb
149	0	red	bb
150	0	black	Eb7_1
150	0	red	Eb7_1
151	0	black	Ab
151	0	red	Ab
151	3/4	black	DbM7_1
151	3/4	red	DbM7_1
152	0	black	go
152	0	red	go
152	1/4	black	C7_1
152	1/4	red	C7_1
152	1/2	black	f
152	1/2	red	f
152	3/4	black	Db
152	3/4	red	Db
153	0	black	g%7_1
153	0	red	g%7_1
153	1/2	black	C7
153	1/2	red	C7
154	0	black	f
154	0	red	f
